Date,Open,High,Low,Close,Volume,Ticker,Return,MA_10,MA_50,Vol_10,Return_Lag_1,Return_Lag_2,Return_Lag_3,Year,Accum_Return
2021-07-06,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800,AAPL,0.014718399261778092,132.83669891357422,126.43719573974609,0.008040556842268985,0.01959663076630358,0.0022630386792568125,0.004621446886285074,2021,0.11519445408317597
2021-07-07,140.04479519196917,141.3619286538461,139.1862333107396,141.0497283935547,104911600,AAPL,0.01795527193843438,133.86991424560546,126.63385650634766,0.008596699686856354,0.014718399261778092,0.01959663076630358,0.0022630386792568125,2021,0.13521807377047335
2021-07-08,138.13252320539087,140.55213093920304,137.24467816832615,139.75210571289062,105575500,AAPL,-0.009199753132763666,134.8006851196289,126.81099334716797,0.009714817134903365,0.01795527193843438,0.014718399261778092,0.01959663076630358,2021,0.12477434773993346
2021-07-09,139.27404907544525,142.10342835570765,139.17647811244083,141.5765838623047,99890800,AAPL,0.013055103106369703,135.94219512939452,127.0403988647461,0.00931001122935309,-0.009199753132763666,0.01795527193843438,0.014718399261778092,2021,0.13945839282107797
2021-07-12,142.64979816390084,142.75712026323748,140.49360503622404,140.98143005371094,76299700,AAPL,-0.004203758788053458,137.05346221923827,127.25984832763672,0.00957702860215012,0.013055103106369703,-0.009199753132763666,0.01795527193843438,2021,0.13466838458863517
2021-07-13,140.52287651879445,143.8693639556699,140.1326224508896,142.0936737060547,100827100,AAPL,0.007889291887023697,138.11302032470704,127.54089263916016,0.009459326722112185,-0.004203758788053458,0.013055103106369703,-0.009199753132763666,2021,0.14362011466963254
2021-07-14,144.4937679079545,145.9279745686904,144.0839818158266,145.5181884765625,127050800,AAPL,0.024100402791978004,139.36380310058593,127.86938903808594,0.010754588320802413,0.007889291887023697,-0.004203758788053458,0.013055103106369703,2021,0.17118182007417881
2021-07-15,145.6059747770822,146.3474632313837,143.50831887175875,144.86447143554688,106820300,AAPL,-0.004492339053003724,140.487744140625,128.2761717224121,0.011532403403704919,0.024100402791978004,0.007889291887023697,-0.004203758788053458,2021,0.16592047424569167
2021-07-16,144.84502714125577,146.11336042052585,142.3278479795718,142.82542419433594,93251400,AAPL,-0.014075550899436018,141.3775405883789,128.63730346679688,0.01345852256474425,-0.004492339053003724,0.024100402791978004,0.007889291887023697,2021,0.1495095012657519
2021-07-19,140.24965567301865,140.56187074804143,138.22030234707313,138.98130798339844,121434600,AAPL,-0.026914789384465565,141.62047271728517,128.88960556030273,0.016200407517694387,-0.014075550899436018,-0.004492339053003724,0.024100402791978004,2021,0.11857069514374219
2021-07-20,139.96677643113202,143.51814236544809,139.47895135835654,142.5912628173828,96350000,AAPL,0.025974390990877616,142.0234176635742,129.20064315795898,0.01752791936921289,-0.026914789384465565,-0.014075550899436018,-0.004492339053003724,2021,0.14762488773034343
2021-07-21,141.98632105555998,142.57171691870616,141.108242148076,141.85948181152344,74993500,AAPL,-0.005132018550088602,142.1043930053711,129.5626091003418,0.016847770924031585,0.025974390990877616,-0.026914789384465565,-0.014075550899436018,2021,0.14173525551796806
2021-07-22,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,77338200,AAPL,0.00962879789108273,142.45172424316405,129.97023559570312,0.01666963195551433,-0.005132018550088602,0.025974390990877616,-0.026914789384465565,2021,0.15272879353847424
2021-07-23,143.95717990319216,145.09868877076016,143.34251555633264,144.9425811767578,71447400,AAPL,0.011989234235285195,142.78832397460937,130.4734765625,0.016598488073620174,0.00962879789108273,-0.005132018550088602,0.025974390990877616,2021,0.16654912905396468
2021-07-26,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,72434100,AAPL,0.0028943177656242103,143.22639007568358,130.94217895507813,0.01643201686003937,0.011989234235285195,0.00962879789108273,-0.005132018550088602,2021,0.16992549292265902
2021-07-27,145.48893575716545,145.57675557902394,142.00587269876928,143.1961669921875,104818600,AAPL,-0.014900198919849506,143.33663940429688,131.31917053222656,0.01726641592679223,0.0028943177656242103,0.011989234235285195,0.00962879789108273,2021,0.1524933703567084
2021-07-28,141.283848347971,143.39125553651849,139.0691190835095,141.44970703125,118931200,AAPL,-0.01219627590334027,142.92979125976564,131.68425872802734,0.0155820245413998,-0.014900198919849506,0.0028943177656242103,0.011989234235285195,2021,0.13843724323506756
2021-07-29,141.16680912935195,142.9815188308623,141.05948702759235,142.0936737060547,56699500,AAPL,0.0045526193607627885,142.6527114868164,132.08993438720702,0.015729689816919606,-0.01219627590334027,-0.014900198919849506,0.0028943177656242103,2021,0.14362011466963298
2021-07-30,140.86436116386733,142.7668758133756,140.60093147786202,142.30831909179688,70440600,AAPL,0.0015105907261305784,142.6010009765625,132.50302474975587,0.015141355492054533,0.0045526193607627885,-0.01219627590334027,-0.014900198919849506,2021,0.14534765660906923
2021-08-02,142.79610475580563,143.37173456258094,141.7131328866216,141.9765625,62880000,AAPL,-0.002331252269116235,142.90052642822266,132.8583563232422,0.012003195355614095,0.0015105907261305784,0.0045526193607627885,-0.01219627590334027,2021,0.1426775622856724
2021-08-03,142.25946862805236,144.43516311097045,141.6448046038933,143.771728515625,64786600,AAPL,0.012644101139052344,143.01857299804686,133.28627532958984,0.009561218509063638,-0.002331252269116235,0.0015105907261305784,0.0045526193607627885,2021,0.1571256929525382
2021-08-04,143.68399557594776,144.19132291330385,142.71809660960577,143.3717803955078,56368300,AAPL,-0.0027818273053156206,143.1698028564453,133.67360885620118,0.009425321755579346,0.012644101139052344,-0.002331252269116235,0.0015105907261305784,2021,0.15390676910420065
2021-08-05,143.40104166770632,144.2401013148973,142.61076750096896,143.47909545898438,46397700,AAPL,0.0007485089686445345,143.1951705932617,134.06699111938477,0.008938340395476465,-0.0027818273053156206,0.012644101139052344,-0.002331252269116235,2021,0.15477047866985472
2021-08-06,143.0003050001657,143.74290453377364,142.29678337483543,142.79510498046875,54126800,AAPL,-0.004767178635518787,142.9804229736328,134.4476695251465,0.008007562396923096,0.0007485089686445345,-0.0027818273053156206,0.012644101139052344,2021,0.14926548151501207
2021-08-09,142.853744492803,143.34230040071924,142.18931561461758,142.7462615966797,48908700,AAPL,-0.00034205222788097345,142.71884002685547,134.8580061340332,0.007876227244831412,-0.004767178635518787,0.0007485089686445345,-0.0027818273053156206,2021,0.14887237269663323
2021-08-10,143.0882569205625,144.329193103289,141.9743500451473,142.26748657226562,69023100,AAPL,-0.003354028463223857,142.62597198486327,135.2718411254883,0.006458986352132114,-0.00034205222788097345,-0.004767178635518787,0.0007485089686445345,2021,0.14501902205799722
2021-08-11,142.70713794603233,143.36180086367284,142.19903578997616,142.521484375,48493500,AAPL,0.0017853538349070774,142.73314971923827,135.69719543457032,0.005033444859010648,-0.003354028463223857,-0.00034205222788097345,-0.004767178635518787,2021,0.14706328616007003
2021-08-12,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,72282600,AAPL,0.02077344938400194,143.0719970703125,136.16654281616212,0.008080514493966347,0.0017853538349070774,-0.003354028463223857,-0.00034205222788097345,2021,0.17089174727536327
2021-08-13,145.56033337689462,146.01957707570978,144.8763581583002,145.68736267089844,59375000,AAPL,0.001410588570676996,143.40990142822267,136.66965408325194,0.008081783560820026,0.02077344938400194,0.0017853538349070774,-0.003354028463223857,2021,0.1725433937915699
2021-08-16,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,103296000,AAPL,0.01354798457063322,143.97835845947264,137.16638504028322,0.008597128248022555,0.001410588570676996,0.02077344938400194,0.0017853538349070774,2021,0.18842899359905596
2021-08-17,146.7915040599331,148.20831321235303,145.67759718518755,146.75242614746094,92229700,AAPL,-0.006154000363744583,144.27642822265625,137.64474685668947,0.008543887057819353,0.01354798457063322,0.001410588570676996,0.02077344938400194,2021,0.18111540114016278
2021-08-18,146.37133747643588,147.2702784625577,142.8048707810112,143.01007080078125,86326000,AAPL,-0.025501148055428136,144.2402572631836,138.03187118530275,0.012214523171829599,-0.006154000363744583,0.01354798457063322,0.001410588570676996,2021,0.1509956024251411
2021-08-19,141.71051038649435,144.61253336364982,141.1926423719419,143.34228515625,86960300,AAPL,0.0023230137123106953,144.22657623291016,138.4180288696289,0.012238022572729637,-0.025501148055428136,-0.006154000363744583,0.01354798457063322,2021,0.15366938099238392
2021-08-20,144.06536865206095,145.10110479232438,143.4204712746936,144.79820251464844,60549600,AAPL,0.01015692861887496,144.42688598632813,138.85320892333985,0.012502963695871649,0.0023230137123106953,-0.025501148055428136,-0.006154000363744583,2021,0.16538711854490518
2021-08-23,144.91543614181833,146.75241093803115,144.50505101044897,146.2834014892578,60131800,AAPL,0.010257026322264773,144.78059997558594,139.2938966369629,0.01277899944994743,0.01015692861887496,0.0023230137123106953,-0.025501148055428136,2021,0.1773405248954485
2021-08-24,146.02934262692168,147.40707372149436,145.73620613091066,146.19544982910156,48606400,AAPL,-0.0006012415575578078,145.17339630126952,139.671749420166,0.012667459316106005,0.010257026322264773,0.01015692861887496,0.0023230137123106953,2021,0.17663265884448442
2021-08-25,146.3811188443998,146.8794554129226,144.41712946066949,144.9643096923828,58991300,AAPL,-0.008421193259830706,145.4176788330078,140.04136993408204,0.013159892207844899,-0.0006012415575578078,0.010257026322264773,0.01015692861887496,2021,0.1667240078285266
2021-08-26,144.95454377317253,145.70690913613237,144.13375851701343,144.16307067871094,48597200,AAPL,-0.005527146753377621,145.28577117919923,140.38501449584962,0.011460418886590296,-0.008421193259830706,-0.0006012415575578078,0.010257026322264773,2021,0.16027535301656948
2021-08-27,144.10444664756716,145.34538283026907,143.46932993010927,145.19882202148438,55802400,AAPL,0.007184581584570804,145.2369171142578,140.71737228393556,0.01172931636276667,-0.005527146753377621,-0.008421193259830706,-0.0006012415575578078,2021,0.16861144595088362
2021-08-30,145.58964568755837,149.97688265994054,145.2085727146907,149.61534118652344,90956700,AAPL,0.030417045424690592,145.43233795166014,141.16401275634766,0.014759599666600197,0.007184581584570804,-0.005527146753377621,-0.008421193259830706,2021,0.204157153386185
2021-08-31,149.16586282859998,149.30265785841414,147.82720977662575,148.3548583984375,86453100,AAPL,-0.008424823137050619,145.59258117675782,141.54953979492188,0.014905708833569984,0.030417045424690592,0.007184581584570804,-0.005527146753377621,2021,0.194012342339692
2021-09-01,149.3319699829077,151.43275399237308,148.85317992388826,149.019287109375,80313700,AAPL,0.004478644771801488,146.1935028076172,141.91557403564454,0.011587167220900233,-0.008424823137050619,0.030417045424690592,0.007184581584570804,2021,0.1993598994741781
2021-09-02,150.34817499884036,151.17872592141703,148.91181958328025,150.13320922851562,71115500,AAPL,0.007475019782660963,146.87259521484376,142.30935028076172,0.011609729159926927,0.004478644771801488,-0.008424823137050619,0.030417045424690592,2021,0.2083251384492779
2021-09-03,150.24067718201945,151.09077442910467,149.58601418638187,150.76832580566406,57808700,AAPL,0.00423035369997149,147.4696075439453,142.72148712158204,0.011450357855034557,0.007475019782660963,0.004478644771801488,-0.008424823137050619,2021,0.21343678116948528
2021-09-07,151.42301943650597,153.660598936694,150.85629279363835,153.10365295410156,82278300,AAPL,0.015489507732862062,148.1516326904297,143.1861849975586,0.011874336665139255,0.00423035369997149,0.007475019782660963,0.004478644771801488,2021,0.23223231957474932
2021-09-08,153.38697789342345,153.4456022050819,150.45564303417842,151.55978393554688,74420200,AAPL,-0.01008381569457073,148.6880661010742,143.5874188232422,0.012689185347759754,0.015489507732862062,0.00423035369997149,0.007475019782660963,2021,0.21980671597126422
2021-09-09,151.9310910707807,152.5368955037672,150.42633082753412,150.54359436035156,57305700,AAPL,-0.006704876114282832,149.2459945678711,143.93808349609375,0.012517742003205707,-0.01008381569457073,0.015489507732862062,0.00423035369997149,2021,0.21162806305730664
2021-09-10,151.45229981917254,151.92130921813492,145.296493683324,145.56031799316406,140893200,AAPL,-0.03310188247039714,149.3857192993164,144.1767886352539,0.017035613458921486,-0.006704876114282832,-0.01008381569457073,0.015489507732862062,2021,0.17152089331614873
2021-09-13,147.18237311566395,147.954284971399,145.3453979370689,146.12709045410156,102404300,AAPL,0.003893729202790741,149.47854614257812,144.42078125,0.016936425126095427,-0.03310188247039714,-0.006704876114282832,-0.01008381569457073,2021,0.17608247843013336
2021-09-14,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,109296300,AAPL,-0.009562281335152356,148.989990234375,144.5843371582031,0.013537223976817512,0.003893729202790741,-0.03310188247039714,-0.006704876114282832,2021,0.16483644689804122
2021-09-15,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,83281300,AAPL,0.006143693454862653,148.71640014648438,144.7254800415039,0.013699124230498436,-0.009562281335152356,0.003893729202790741,-0.03310188247039714,2021,0.1719928449528343
2021-09-16,145.0424802595639,145.56034832894838,143.85040265204483,145.38446044921875,68034100,AAPL,-0.0016103471299816485,148.35291748046876,144.81217468261718,0.013524526499088333,0.006143693454862653,-0.009562281335152356,0.003893729202790741,2021,0.17010552963860537
2021-09-17,145.41377207009813,145.41377207009813,142.42379770872697,142.71693420410156,129868800,AAPL,-0.01834808367328178,147.61128997802734,144.8714712524414,0.013893366867929042,-0.0016103471299816485,0.006143693454862653,-0.009562281335152356,2021,0.1486363354742266
2021-09-20,140.50868223734292,141.52487196661303,138.0365905336095,139.66836547851562,123478900,AAPL,-0.021360946005371306,146.5012939453125,144.83330688476562,0.014360406041433451,-0.01834808367328178,-0.0016103471299816485,0.006143693454862653,2021,0.12410037673235408
2021-09-21,140.6356964105484,141.29037444715544,139.51202378684255,140.1471405029297,75834000,AAPL,0.0034279417731690742,145.2056427001953,144.81662109375,0.012612841419243806,-0.021360946005371306,-0.01834808367328178,-0.0016103471299816485,2021,0.1279537273709901
2021-09-22,141.1437990363316,143.07847626004042,140.41096517330857,142.5117645263672,76404300,AAPL,0.016872438602399287,144.30084075927735,144.82498291015625,0.014954668635410333,0.0034279417731690742,-0.021360946005371306,-0.01834808367328178,2021,0.14698505738240453
2021-09-23,143.29342671393508,143.71359250338787,142.30654925147212,143.4693145751953,64838200,AAPL,0.0067190947499002895,143.59341278076172,144.7840054321289,0.015481094467139418,0.016872438602399287,0.0034279417731690742,-0.021360946005371306,2021,0.15469175865967677
2021-09-24,142.326080458617,144.09465008430436,142.22836333396052,143.55723571777344,53477900,AAPL,0.0006128219322609763,143.39310455322266,144.75786071777344,0.011852683473828672,0.0067190947499002895,0.016872438602399287,0.0034279417731690742,2021,0.1553993790943844
2021-09-27,142.14045701354505,142.6192471706429,140.52822848156046,142.04273986816406,74150700,AAPL,-0.010549770215600995,142.98466949462892,144.74220703125,0.012025365236902154,0.0006128219322609763,0.0067190947499002895,0.016872438602399287,2021,0.14321018113769068
2021-09-28,139.97120617332033,141.43687325366923,138.4469147952833,138.66188049316406,108972300,AAPL,-0.02380170488219191,142.37787933349608,144.7358184814453,0.013652565879404579,-0.010549770215600995,0.0006128219322609763,0.0067190947499002895,2021,0.1159998297879341
2021-09-29,139.20907605697715,141.1437526447908,138.77914461312116,139.5608367919922,74602000,AAPL,0.006483081692177484,141.77206726074218,144.6752099609375,0.013681498378703107,-0.02380170488219191,-0.010549770215600995,0.0006128219322609763,2021,0.12323494785290534
2021-09-30,140.37187163149707,141.075393254431,138.04634099404652,138.2613067626953,89056700,AAPL,-0.0093115666197513,141.05975189208985,144.60324645996093,0.013738939769438173,0.006483081692177484,-0.02380170488219191,-0.010549770215600995,2021,0.11277587080634022
2021-10-01,138.65216064526572,139.64881887167329,135.9260252404235,139.38499450683594,94639600,AAPL,0.008127275594677075,140.72655792236327,144.52643798828126,0.013412058794648508,-0.0093115666197513,0.006483081692177484,-0.02380170488219191,2021,0.1218197069834901
2021-10-04,138.5153657120816,138.9550779570537,135.10525501528176,135.95533752441406,98322000,AAPL,-0.024605639900883824,140.35525512695312,144.3466931152344,0.013953338494071087,0.008127275594677075,-0.0093115666197513,0.006483081692177484,2021,0.09421661523973923
2021-10-05,136.29730248452776,138.9843593851802,136.1702732054442,137.88021850585938,80861100,AAPL,0.014158186184486166,140.1285629272461,144.1970556640625,0.014852248836955451,-0.024605639900883824,0.008127275594677075,-0.0093115666197513,2021,0.10970873780446166
2021-10-06,136.2777712400183,138.89642346342436,135.20294239635672,138.74986267089844,83221100,AAPL,0.006307243885040004,139.75237274169922,144.10812957763673,0.013731241272151222,0.014158186184486166,-0.024605639900883824,0.008127275594677075,2021,0.1167079414551544
2021-10-07,139.78558344753552,140.91903648455812,139.453369081024,140.01031494140625,61732700,AAPL,0.009084349679663983,139.4064727783203,144.07934173583985,0.013928293245381763,0.006307243885040004,0.014158186184486166,-0.024605639900883824,2021,0.12685250688539074
2021-10-08,140.73338282452485,140.87994360098938,139.29702757701324,139.62924194335938,58773200,AAPL,-0.0027217494525767494,139.0136734008789,144.03005310058595,0.013889352334356194,0.009084349679663983,0.006307243885040004,0.014158186184486166,2021,0.12378549669164074
2021-10-11,139.01373264130623,141.4955906365655,138.5642545474399,139.54136657714844,64452200,AAPL,-0.0006293478714621825,138.76353607177734,143.97471405029296,0.013616646239448336,-0.0027217494525767494,0.009084349679663983,0.006307243885040004,2021,0.1230782446813179
2021-10-12,139.9517211619384,139.97126757292082,137.8118439004276,138.27108764648438,73035900,AAPL,-0.009103242728827343,138.72445678710938,143.90060455322265,0.01161020006057557,-0.0006293478714621825,-0.0027217494525767494,0.009084349679663983,2021,0.11285459081651861
2021-10-13,138.00727840066958,138.163604960137,136.01396194464323,137.68482971191406,78762700,AAPL,-0.004239916996018667,138.53685607910157,143.77886657714845,0.011415761027458842,-0.009103242728827343,-0.0006293478714621825,-0.0027217494525767494,2021,0.1081361797228182
2021-10-14,138.85739086890345,140.58688333280563,138.27111768839706,140.46961975097656,69907100,AAPL,0.020225830579078785,138.7576873779297,143.72082336425783,0.012842720876280267,-0.004239916996018667,-0.009103242728827343,-0.0006293478714621825,2021,0.13054915435243952
2021-10-15,140.4793699361988,141.58349614959462,140.22531132197605,141.52487182617188,67940300,AAPL,0.0075123153110689955,138.97167510986327,143.68173889160155,0.012809743715200154,0.020225830579078785,-0.004239916996018667,-0.009103242728827343,2021,0.13904219607459756
2021-10-18,140.16670208595596,143.479110901774,139.88334618906478,143.1957550048828,85589200,AAPL,0.011806286465061877,139.69571685791016,143.68975189208984,0.009199896549907367,0.0075123153110689955,0.020225830579078785,-0.004239916996018667,2021,0.1524900545372474
2021-10-19,143.64521771748375,145.75578303894451,143.195754584487,145.35516357421875,76378900,AAPL,0.015080115812527328,140.4432113647461,143.7419299316406,0.009303235494570884,0.011806286465061877,0.0075123153110689955,0.020225830579078785,2021,0.16986973803245498
2021-10-20,145.29649358936246,146.3224637629304,144.7297670657769,145.8436737060547,58418800,AAPL,0.0033608034267493814,141.15259246826173,143.8134536743164,0.009315573524338632,0.015080115812527328,0.011806286465061877,0.0075123153110689955,2021,0.17380144025688482
2021-10-21,145.40400691653662,146.21501151275598,144.48551942420278,146.0586700439453,61421000,AAPL,0.001474156077033273,141.75742797851564,143.8841973876953,0.00925892236248594,0.0033608034267493814,0.015080115812527328,0.011806286465061877,2021,0.17553180678326985
2021-10-22,146.26382415540198,146.74259925266702,145.23785408913082,145.28671264648438,58883400,AAPL,-0.005285255556747637,142.32317504882812,143.88028869628906,0.0095063922114269,0.001474156077033273,0.0033608034267493814,0.015080115812527328,2021,0.16931882076933502
2021-10-25,145.27697769272697,145.95118723150932,144.24124155296286,145.23789978027344,50720600,AAPL,-0.0003359761214345447,142.89282836914063,143.87129943847657,0.009490889310755294,-0.005285255556747637,0.001474156077033273,0.0033608034267493814,2021,0.16892595756721263
2021-10-26,145.91209424092938,147.38752756365847,145.5994113354405,145.90232849121094,60893400,AAPL,0.004574761215514034,143.65595245361328,143.83612335205078,0.00829501175393023,-0.0003359761214345447,-0.005285255556747637,0.001474156077033273,2021,0.17427351470169872
2021-10-27,145.94137570178864,146.3029021893665,145.09129345930518,145.44305419921875,56094900,AAPL,-0.0031478201666935712,144.43177490234376,143.80993591308595,0.008159827949827007,0.004574761215514034,-0.0003359761214345447,-0.005285255556747637,2021,0.1705771128509066
2021-10-28,146.39086968766787,149.6641846605071,146.2931525621037,149.0779266357422,100077900,AAPL,0.024991722406658257,145.2926055908203,143.93129302978517,0.009188145224711654,-0.0031478201666935712,0.004574761215514034,-0.0003359761214345447,2021,0.19983185111086388
2021-10-29,143.85037288076313,146.5081176612954,143.05891485963772,146.37132263183594,124953200,AAPL,-0.01815563219174343,145.77725067138672,143.99187377929687,0.011903691912281139,0.024991722406658257,-0.0031478201666935712,0.004574761215514034,2021,0.17804814533015634
2021-11-01,145.57989504750188,146.2736360885386,144.41712959922393,145.5505828857422,74588300,AAPL,-0.005607244174175685,146.01273345947266,144.00692138671874,0.011816595698652552,-0.01815563219174343,0.024991722406658257,-0.0031478201666935712,2021,0.17144254173035534
2021-11-02,145.25744630214584,148.10084526807523,145.24766564186768,146.58631896972656,69122000,AAPL,0.0071159871946198106,146.13584899902344,144.01297973632813,0.011058279248033992,-0.005607244174175685,-0.01815563219174343,0.024991722406658257,2021,0.17977851185654137
2021-11-03,146.94780015379607,148.4916381367387,146.39085434317073,148.0226287841797,54511500,AAPL,0.009798389266802987,146.35374450683594,144.0495233154297,0.011399659120262709,0.0071159871946198106,-0.005607244174175685,-0.01815563219174343,2021,0.1913384409643213
2021-11-04,148.11061107430388,148.94114717338857,147.19212358039826,147.5048065185547,60394600,AAPL,-0.003498264217290714,146.49835815429688,144.10033325195312,0.011510865821592994,0.009798389266802987,0.0071159871946198106,-0.005607244174175685,2021,0.18717082432561294
2021-11-05,148.6301118041856,148.9334561453401,146.83938576662882,148.033203125,65463900,AAPL,0.003582233141527169,146.77300720214845,144.1777359008789,0.011308803279835923,-0.003498264217290714,0.009798389266802987,0.0071159871946198106,2021,0.19142354699716635
2021-11-08,148.16045633867628,148.31702601716918,146.93728372164998,147.21127319335938,55020900,AAPL,-0.005552334978164208,146.97034454345703,144.2179849243164,0.011542914496107089,0.003582233141527169,-0.003498264217290714,0.009798389266802987,2021,0.18480836436336556
2021-11-09,146.97636409239348,148.17996131979666,146.8393694074151,147.57327270507812,56787900,AAPL,0.002459047489136612,147.13743896484374,144.1771435546875,0.011497766927170564,-0.005552334978164208,0.003582233141527169,-0.003498264217290714,2021,0.18772186439686145
2021-11-10,146.80026646441542,146.90790623545243,144.67684091878007,144.74533081054688,65187100,AAPL,-0.019162967945983156,147.06766662597656,144.10495300292968,0.013164943567579558,0.002459047489136612,-0.005552334978164208,0.003582233141527169,2021,0.16496158838068098
2021-11-11,145.76299817171153,146.22289720379737,144.51045604306032,144.69638061523438,41000000,AAPL,-0.0003381815153441492,146.62951202392577,144.01849487304688,0.009722815470195796,-0.019162967945983156,0.002459047489136612,-0.005552334978164208,2021,0.1645676199054047
2021-11-12,145.24438797954153,147.17210903147864,144.31477986704056,146.7709197998047,63804000,AAPL,0.014337187811813923,146.66947174072266,143.95124908447266,0.009498181328784544,-0.0003381815153441492,-0.019162967945983156,0.002459047489136612,2021,0.18126424459154555
2021-11-15,147.14273967083545,148.620341460146,146.22291165316477,146.7806854248047,59222800,AAPL,6.653651154686635e-05,146.7924819946289,143.87149627685548,0.009271982529637584,0.014337187811813923,-0.0003381815153441492,-0.019162967945983156,2021,0.1813428417935956
2021-11-16,146.72195341819835,148.23868992516853,146.13482479249984,147.7592010498047,59256200,AAPL,0.006666514890348418,146.9097702026367,143.76460723876954,0.009239430250359941,6.653651154686635e-05,0.014337187811813923,-0.0003381815153441492,2021,0.1892182814390191
2021-11-17,147.75923582189736,151.67338776419928,147.74945581731131,150.19580078125,88807000,AAPL,0.01649034181380027,147.12708740234376,143.7373275756836,0.010157437765041612,0.006666514890348418,6.653651154686635e-05,0.014337187811813923,2021,0.20882889739116872
2021-11-18,150.411059635024,155.2645990140686,149.7652210699027,154.4817657470703,137827700,AAPL,0.028535850826232778,147.8247833251953,143.81609100341797,0.013045122308852063,0.01649034181380027,0.006666514890348418,6.653651154686635e-05,2021,0.24332385848156246
