Date,Open,High,Low,Close,Volume,Ticker
2021-04-05,120.64884289146045,122.87929380413213,119.86964340519192,122.62605285644531,88651200,AAPL
2021-04-06,123.21044576616356,123.82406033078875,122.3825509764638,122.92798614501953,80171300,AAPL
2021-04-07,122.55786509964642,124.59351228641088,121.88580577435263,124.57403564453125,83466700,AAPL
2021-04-08,125.59670985066151,126.9992656715053,125.17789894243262,126.97004699707031,88844600,AAPL
2021-04-09,126.4246443564377,129.58038090088027,126.10322399320837,129.5414276123047,106686700,AAPL
2021-04-12,129.07388434312833,129.39530463290586,127.23303349221449,127.8271713256836,91420000,AAPL
2021-04-13,128.99599269074992,131.15826433043802,128.49924537282473,130.93423461914062,91266500,AAPL
2021-04-14,131.43098018165665,131.48941754486856,128.2362755221187,128.59664916992188,87222800,AAPL
2021-04-15,130.34011618248067,131.48942401418012,130.16478922222413,131.00242614746094,89347100,AAPL
2021-04-16,130.8076081751269,131.16798178060714,129.81412853121648,130.67124938964844,84922400,AAPL
2021-04-19,130.03815636501255,131.9471944147541,129.8725788847892,131.3335723876953,94264200,AAPL
2021-04-20,131.5089257555319,132.00565829599216,128.38239249193592,129.64859008789062,94812300,AAPL
2021-04-21,128.91802722500978,130.27188018913125,127.8855945150741,130.02838134765625,68847100,AAPL
2021-04-22,129.58034294411806,130.66147844484067,127.99274053029319,128.5089569091797,84566500,AAPL
2021-04-23,128.72323846633472,131.6062565911259,128.72323846633472,130.8270721435547,78657500,AAPL
2021-04-26,131.32383017529745,131.5478450047434,130.08685158645528,131.21669006347656,66905100,AAPL
2021-04-27,131.49913616765673,131.88874331170373,130.62254610203854,130.895263671875,66015800,AAPL
2021-04-28,130.81732046769145,131.50886374451756,129.61931028089822,130.10630798339844,107760100,AAPL
2021-04-29,132.92120973927757,133.5056131716573,129.00574241112523,130.0089569091797,151101000,AAPL
2021-04-30,128.3531289693404,130.08683981317637,127.66160046998598,128.0414581298828,109839500,AAPL
2021-05-03,128.60637073689202,130.58359545105438,128.401839986388,129.09336853027344,75135100,AAPL
2021-05-04,127.77848641989287,128.070688075214,123.40524078183631,124.52533721923828,137564700,AAPL
2021-05-05,125.84022317213565,127.05771762012843,124.64221279666873,124.76883697509766,84000900,AAPL
2021-05-06,124.56430537762937,126.37593791446682,123.82406658932013,126.36620330810547,78128300,AAPL
2021-05-07,127.66379828936026,128.06380344320834,126.32714777247271,127.03938293457031,78973300,AAPL
2021-05-10,126.25885342470616,126.38567778466182,123.72215780429457,123.76118469238281,88071200,AAPL
2021-05-11,120.4927732833166,123.19532046962064,119.78054551827158,122.8440933227539,126142800,AAPL
2021-05-12,120.39519702699735,121.60500079746393,119.27319817304675,119.78053283691406,112172300,AAPL
2021-05-13,121.54646856304096,123.07823863645709,121.23426088704589,121.92697143554688,105861300,AAPL
2021-05-14,123.17581112527975,124.77587651193251,122.78554964091157,124.34658813476562,81918000,AAPL
2021-05-17,123.73190760983564,123.83922968356059,122.12208394757879,123.19529724121094,74244600,AAPL
2021-05-18,123.47825121325309,123.89778097564653,121.7415955505699,121.80989074707031,63342900,AAPL
2021-05-19,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000,AAPL
2021-05-20,122.18063773268084,124.61000384937135,122.05379848438088,124.2099838256836,76857100,AAPL
2021-05-21,124.70758107227505,124.8831983677244,122.16113401006866,122.37577819824219,79295400,AAPL
2021-05-24,122.94164921888921,124.82465387319235,122.87335402183648,124.0051040649414,63092900,AAPL
2021-05-25,124.7075784829674,125.19541091008112,123.24410353248182,123.80998229980469,72009500,AAPL
2021-05-26,123.86850677372105,124.28803651614747,123.34165494995638,123.76118469238281,56575900,AAPL
2021-05-27,123.36118872845968,124.5319657543007,122.03430412924318,122.22943115234375,94625600,AAPL
2021-05-28,122.51236002849775,122.736762785055,121.51720038633076,121.57573699951172,71311100,AAPL
2021-06-01,122.03429182182089,122.29771402080185,120.92205152635813,121.25376892089844,67637100,AAPL
2021-06-02,121.25377238108098,122.19039542274523,121.02937706510446,122.01477813720703,59278900,AAPL
2021-06-03,121.64403969713835,121.80989840712398,120.13177925202119,120.53179931640625,76229200,AAPL
2021-06-04,121.04890215666704,123.08801464449839,120.83425795335646,122.8245849609375,75169300,AAPL
2021-06-07,123.09775754946514,123.24410653680496,121.7903901347652,122.83433532714844,71057600,AAPL
2021-06-08,123.5172639927203,125.33198067160176,123.13676116374079,123.65385437011719,74403800,AAPL
2021-06-09,124.11245473844174,124.63930671288914,123.43925375271121,124.0344009399414,56877900,AAPL
2021-06-10,123.92703729774797,125.06855324831824,122.8733411455855,123.03919982910156,71186400,AAPL
2021-06-11,123.44898317154788,124.3368281715762,123.02945340825438,124.24901580810547,53522400,AAPL
2021-06-14,124.70758548178374,127.36134728829198,123.9758479654745,127.30281066894531,96906500,AAPL
2021-06-15,126.7759820170539,127.41991468464407,126.23937146072876,126.48328399658203,62746300,AAPL
2021-06-16,127.19548678307785,127.7028289556805,125.33200658203938,126.98084259033203,91815000,AAPL
2021-06-17,126.63939825744673,129.3224362930399,126.49304179588825,128.5809326171875,96721700,AAPL
2021-06-18,127.52723008894328,128.30773825283313,127.06867335467656,127.28331756591797,108953300,AAPL
2021-06-21,127.12720634134745,129.18582857227696,126.06375134431808,129.07850646972656,79663300,AAPL
2021-06-22,128.91263161271146,130.8151460223462,128.4150406144124,130.7175750732422,74783600,AAPL
2021-06-23,130.51269961588608,131.04931007255976,129.98584029942936,130.44439697265625,60214200,AAPL
2021-06-24,131.1761533209972,131.36152922245495,129.69316099657445,130.16148376464844,68711000,AAPL
2021-06-25,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700,AAPL
2021-06-28,130.1614570490265,131.95664929646315,130.10292043684166,131.4980926513672,62111300,AAPL
2021-06-29,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,64556100,AAPL
2021-06-30,132.85428902246187,134.06410065786974,132.56159097823922,133.62506103515625,63261400,AAPL
2021-07-01,133.27377610064684,133.98599632611845,132.45421890843855,133.92745971679688,52485800,AAPL
2021-07-02,134.54213509862615,136.59100614570704,134.39579354693674,136.55198669433594,78852600,AAPL
2021-07-06,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800,AAPL
2021-07-07,140.04479519196917,141.3619286538461,139.1862333107396,141.0497283935547,104911600,AAPL
2021-07-08,138.13252320539087,140.55213093920304,137.24467816832617,139.75210571289062,105575500,AAPL
2021-07-09,139.27404907544525,142.10342835570765,139.17647811244083,141.5765838623047,99890800,AAPL
2021-07-12,142.64979816390084,142.75712026323748,140.49360503622404,140.98143005371094,76299700,AAPL
2021-07-13,140.52287651879445,143.8693639556699,140.1326224508896,142.0936737060547,100827100,AAPL
2021-07-14,144.4937679079545,145.9279745686904,144.0839818158266,145.5181884765625,127050800,AAPL
2021-07-15,145.6059747770822,146.3474632313837,143.50831887175875,144.86447143554688,106820300,AAPL
2021-07-16,144.84502714125577,146.11336042052585,142.3278479795718,142.82542419433594,93251400,AAPL
2021-07-19,140.24965567301865,140.56187074804143,138.22030234707313,138.98130798339844,121434600,AAPL
2021-07-20,139.96677643113202,143.51814236544809,139.47895135835654,142.5912628173828,96350000,AAPL
2021-07-21,141.98632105555998,142.57171691870616,141.108242148076,141.85948181152344,74993500,AAPL
2021-07-22,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,77338200,AAPL
2021-07-23,143.95717990319216,145.09868877076016,143.34251555633264,144.9425811767578,71447400,AAPL
2021-07-26,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,72434100,AAPL
2021-07-27,145.48893575716545,145.57675557902394,142.00587269876928,143.1961669921875,104818600,AAPL
2021-07-28,141.283848347971,143.39125553651849,139.0691190835095,141.44970703125,118931200,AAPL
2021-07-29,141.16680912935195,142.9815188308623,141.05948702759235,142.0936737060547,56699500,AAPL
2021-07-30,140.86436116386733,142.7668758133756,140.60093147786202,142.30831909179688,70440600,AAPL
2021-08-02,142.79610475580563,143.37173456258094,141.7131328866216,141.9765625,62880000,AAPL
2021-08-03,142.25946862805236,144.43516311097045,141.6448046038933,143.771728515625,64786600,AAPL
2021-08-04,143.68399557594776,144.19132291330385,142.71809660960577,143.3717803955078,56368300,AAPL
2021-08-05,143.40104166770632,144.2401013148973,142.61076750096896,143.47909545898438,46397700,AAPL
2021-08-06,143.0003050001657,143.74290453377364,142.29678337483543,142.79510498046875,54126800,AAPL
2021-08-09,142.853744492803,143.34230040071924,142.18931561461758,142.7462615966797,48908700,AAPL
2021-08-10,143.0882569205625,144.32919310328901,141.9743500451473,142.26748657226562,69023100,AAPL
2021-08-11,142.70713794603233,143.36180086367284,142.19903578997616,142.521484375,48493500,AAPL
2021-08-12,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,72282600,AAPL
2021-08-13,145.56033337689462,146.01957707570978,144.8763581583002,145.68736267089844,59375000,AAPL
2021-08-16,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,103296000,AAPL
2021-08-17,146.7915040599331,148.20831321235303,145.67759718518755,146.75242614746094,92229700,AAPL
2021-08-18,146.37133747643588,147.2702784625577,142.8048707810112,143.01007080078125,86326000,AAPL
2021-08-19,141.71051038649435,144.61253336364982,141.1926423719419,143.34228515625,86960300,AAPL
2021-08-20,144.06536865206095,145.10110479232438,143.4204712746936,144.79820251464844,60549600,AAPL
2021-08-23,144.91543614181833,146.75241093803115,144.50505101044897,146.2834014892578,60131800,AAPL
2021-08-24,146.02934262692168,147.40707372149436,145.73620613091066,146.19544982910156,48606400,AAPL
2021-08-25,146.3811188443998,146.8794554129226,144.41712946066949,144.9643096923828,58991300,AAPL
2021-08-26,144.95454377317253,145.70690913613237,144.13375851701343,144.16307067871094,48597200,AAPL
2021-08-27,144.10444664756716,145.34538283026907,143.46932993010927,145.19882202148438,55802400,AAPL
2021-08-30,145.58964568755835,149.97688265994054,145.2085727146907,149.61534118652344,90956700,AAPL
2021-08-31,149.16586282859998,149.30265785841414,147.82720977662575,148.3548583984375,86453100,AAPL
2021-09-01,149.3319699829077,151.43275399237308,148.85317992388826,149.019287109375,80313700,AAPL
2021-09-02,150.34817499884036,151.17872592141705,148.91181958328025,150.13320922851562,71115500,AAPL
2021-09-03,150.24067718201943,151.09077442910467,149.58601418638187,150.76832580566406,57808700,AAPL
2021-09-07,151.42301943650597,153.660598936694,150.85629279363835,153.10365295410156,82278300,AAPL
2021-09-08,153.38697789342345,153.4456022050819,150.45564303417842,151.55978393554688,74420200,AAPL
2021-09-09,151.9310910707807,152.5368955037672,150.42633082753412,150.54359436035156,57305700,AAPL
2021-09-10,151.45229981917254,151.92130921813492,145.296493683324,145.56031799316406,140893200,AAPL
2021-09-13,147.18237311566395,147.954284971399,145.3453979370689,146.12709045410156,102404300,AAPL
2021-09-14,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,109296300,AAPL
2021-09-15,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,83281300,AAPL
2021-09-16,145.0424802595639,145.56034832894838,143.85040265204483,145.38446044921875,68034100,AAPL
2021-09-17,145.41377207009813,145.41377207009813,142.42379770872697,142.71693420410156,129868800,AAPL
2021-09-20,140.50868223734292,141.52487196661303,138.0365905336095,139.66836547851562,123478900,AAPL
2021-09-21,140.6356964105484,141.29037444715544,139.51202378684255,140.1471405029297,75834000,AAPL
2021-09-22,141.14379903633161,143.07847626004042,140.41096517330857,142.5117645263672,76404300,AAPL
2021-09-23,143.29342671393508,143.71359250338787,142.30654925147212,143.4693145751953,64838200,AAPL
2021-09-24,142.326080458617,144.09465008430436,142.22836333396052,143.55723571777344,53477900,AAPL
2021-09-27,142.14045701354505,142.6192471706429,140.52822848156046,142.04273986816406,74150700,AAPL
2021-09-28,139.97120617332033,141.43687325366923,138.4469147952833,138.66188049316406,108972300,AAPL
2021-09-29,139.20907605697715,141.1437526447908,138.77914461312116,139.5608367919922,74602000,AAPL
2021-09-30,140.37187163149707,141.075393254431,138.04634099404652,138.2613067626953,89056700,AAPL
2021-10-01,138.65216064526572,139.64881887167329,135.9260252404235,139.38499450683594,94639600,AAPL
2021-10-04,138.5153657120816,138.9550779570537,135.10525501528176,135.95533752441406,98322000,AAPL
2021-10-05,136.29730248452776,138.9843593851802,136.1702732054442,137.88021850585938,80861100,AAPL
2021-10-06,136.2777712400183,138.89642346342436,135.20294239635672,138.74986267089844,83221100,AAPL
2021-10-07,139.78558344753552,140.91903648455812,139.453369081024,140.01031494140625,61732700,AAPL
2021-10-08,140.73338282452485,140.87994360098938,139.29702757701324,139.62924194335938,58773200,AAPL
2021-10-11,139.01373264130623,141.4955906365655,138.5642545474399,139.54136657714844,64452200,AAPL
2021-10-12,139.9517211619384,139.97126757292082,137.8118439004276,138.27108764648438,73035900,AAPL
2021-10-13,138.00727840066958,138.163604960137,136.01396194464323,137.68482971191406,78762700,AAPL
2021-10-14,138.85739086890345,140.58688333280563,138.27111768839706,140.46961975097656,69907100,AAPL
2021-10-15,140.4793699361988,141.58349614959462,140.22531132197605,141.52487182617188,67940300,AAPL
2021-10-18,140.16670208595596,143.479110901774,139.88334618906478,143.1957550048828,85589200,AAPL
2021-10-19,143.64521771748375,145.75578303894451,143.195754584487,145.35516357421875,76378900,AAPL
2021-10-20,145.29649358936246,146.3224637629304,144.7297670657769,145.8436737060547,58418800,AAPL
2021-10-21,145.40400691653662,146.21501151275598,144.48551942420278,146.0586700439453,61421000,AAPL
